modelName,regime,horizonSamples,horizonSeconds,runCount,forecastCount,truthRMSE,measurementRMSE,posteriorTruthRMSE,medianTruthRMSE,worstTruthRMSE,peakAbsoluteError,catastrophicForecastCount,catastrophicFraction,nonfiniteForecastCount
Weighted linear hybrid,stress_changed_controller,50,0.05,6,768,0.1423605862749,0.142379761414006,0.143957227524414,0.132825928659473,0.186434675910048,0.320888947461944,223,0.290364583333333,0
Weighted linear hybrid,stress_changed_controller,100,0.1,6,768,0.273712508441754,0.273733798730147,0.274886641752823,0.256194120733191,0.355412608202382,0.615076466682654,346,0.450520833333333,0
Weighted linear hybrid,stress_changed_controller,250,0.25,6,768,0.665375069726352,0.665406884762356,0.66800549163391,0.630242543859886,0.84082236127677,1.49510802261413,552,0.71875,0
Weighted EDMD hybrid,nominal,1,0.001,10,1280,0.000121885101707307,0.000486100498349885,0.000121301907489794,0.000119644272176418,0.000159534545176787,0.000831109409043129,0,0,0
Weighted EDMD hybrid,nominal,20,0.02,10,1280,0.000108887008883864,0.00047326757550955,0.000101623084662109,0.000101969187377689,0.000191364242826957,0.000895030808447508,0,0,0
Weighted EDMD hybrid,nominal,50,0.05,10,1280,0.000135100514848848,0.000491716147524371,0.000118366368270124,0.000107754266835508,0.000375556861252664,0.00234805501046897,0,0,0
Weighted EDMD hybrid,nominal,100,0.1,10,1280,0.000203326438528522,0.000524709658679974,0.000170547746714143,0.000109984975588622,0.000943404058426259,0.00604766590676874,0,0,0
Weighted EDMD hybrid,nominal,250,0.25,10,1280,0.000515383946539828,0.000829509627505914,0.00048319403701921,0.000110347044680117,0.00371877117711178,0.0209182244118156,0,0,0
Weighted EDMD hybrid,varied,1,0.001,10,1280,0.00137044838367799,0.0014370454786296,0.00960432072633612,0.00136935683262821,0.00253395937745895,0.0146929476212784,0,0,0
Weighted EDMD hybrid,varied,20,0.02,10,1280,0.00255732847119685,0.00257024345570065,0.00977566712862045,0.00250484400368094,0.00442415110265246,0.023542393669552,0,0,0
Weighted EDMD hybrid,varied,50,0.05,10,1280,0.00691993739173081,0.0069105921198531,0.0115180615437041,0.00656275580821987,0.01101284702157,0.0518160841369125,0,0,0
Weighted EDMD hybrid,varied,100,0.1,10,1280,0.0185030896010286,0.0184820223285584,0.0198225802995056,0.0182968076175227,0.0267574277659339,0.102869536747763,0,0,0
