modelName,regime,eventGroup,runName,runIndex,seed,horizonSamples,horizonSeconds,forecastCount,nonfiniteForecastCount,learnedCandidateNonfiniteCount,unknownReversalForecastCount,startupTargetCount,truthBias,truthStd,truthRMSE,truthP95AbsoluteError,truthMaxAbsoluteError,measurementBias,measurementStd,measurementRMSE,measurementP95AbsoluteError,measurementMaxAbsoluteError,posteriorTruthRMSE
Nominal physics,nominal,nearReversal,nominal_seed_230101,1,230101,1,0.001,42,0,0,0,0,-8.3079371102948e-06,0.000149090102384926,0.0001493213998333,0.00031663955775566,0.000402375983749892,4.08251871941052e-05,0.000583346041512357,0.000584772861936642,0.00103849913900023,0.00105130469237238,0.0001493213998333
Nominal physics,nominal,nearReversal,nominal_seed_230102,2,230102,1,0.001,35,0,0,0,0,9.47487793757025e-07,9.87411034237461e-05,9.87456492128045e-05,0.000190003724903853,0.000220927700250007,-6.92447055629712e-05,0.000479720928054073,0.000484692684142812,0.00101072064600305,0.00103031547618737,9.87456492128045e-05
Nominal physics,nominal,nearReversal,nominal_seed_230103,3,230103,1,0.001,53,0,0,0,0,-7.64110931149806e-07,0.000162133724166293,0.000162135524724061,0.000393096154759208,0.000644176388635342,-5.70663608162364e-05,0.000464259684442359,0.000467753807184215,0.000821059475587797,0.000998675097920565,0.000162135524724061
Nominal physics,nominal,nearReversal,nominal_seed_230104,4,230104,1,0.001,34,0,0,0,0,2.26027792815504e-05,0.000128075988856848,0.000130055159655086,0.000292396554272267,0.000327848477646497,0.000163375089819493,0.000479548109578643,0.000506614063537499,0.000983569489757696,0.00102963499974074,0.000130055159655086
Nominal physics,nominal,nearReversal,nominal_seed_230105,5,230105,1,0.001,43,0,0,0,0,-2.63214271468255e-05,0.000174822290958534,0.0001767926778547,0.000377885266722944,0.000498991865784559,-5.26009010052847e-05,0.000490494442626395,0.000493306854841838,0.000887211247857872,0.00106346109179845,0.0001767926778547
Nominal physics,nominal,nearReversal,nominal_seed_230106,6,230106,1,0.001,33,0,0,0,0,1.31981543999342e-05,0.000116661179067448,0.000117405374582988,0.000246517637509491,0.000410893003350454,-8.64590398445948e-05,0.000498991891490768,0.00050642676997211,0.000932723426953053,0.0011150434444599,0.000117405374582988
Nominal physics,nominal,nearReversal,nominal_seed_230107,7,230107,1,0.001,30,0,0,0,0,-3.45347150963333e-06,0.000131277348386383,0.00013132276521924,0.000297618066759764,0.000389373943060989,0.000127146250656212,0.000475142818651486,0.000491860617626591,0.000889806780978608,0.000987573583643358,0.00013132276521924
Nominal physics,nominal,nearReversal,nominal_seed_230108,8,230108,1,0.001,30,0,0,0,0,-3.13151018435228e-05,0.000116487547019027,0.000120623315382973,0.000247224857890971,0.000270915489246737,4.97544733231908e-05,0.000463615349827324,0.000466277492713492,0.000904265836811358,0.000998099954018672,0.000120623315382973
Nominal physics,nominal,nearReversal,nominal_seed_230109,9,230109,1,0.001,32,0,0,0,0,-1.30693584484233e-05,0.000112776138248433,0.000113530901029117,0.00019581145533723,0.000249386322934125,0.00012805165750396,0.000472069316503808,0.000489128476551799,0.000795088497598101,0.000872912103946577,0.000113530901029117
Nominal physics,nominal,nearReversal,nominal_seed_230110,10,230110,1,0.001,45,0,0,0,0,2.03087447068922e-05,0.000161722590877733,0.000162992765212988,0.000226409967198721,0.000763924239243957,4.23653173615079e-05,0.000574027432919955,0.000575588667244079,0.000919433278136816,0.00140051160507595,0.000162992765212988
Nominal physics,nominal,awayFromReversal,nominal_seed_230101,1,230101,1,0.001,86,0,0,0,0,9.68081300350809e-06,0.000107196080523956,0.000107632327021705,0.000211850731119373,0.00035423275587837,-4.89200976128678e-05,0.000468844478533812,0.000471389776089909,0.000817709431025493,0.00102811438182984,0.000107632327021705
Nominal physics,nominal,awayFromReversal,nominal_seed_230102,2,230102,1,0.001,93,0,0,0,0,8.1112170517341e-06,7.9905223007438e-05,8.03158546361099e-05,0.000145725478290115,0.000212887650506949,7.39683707124762e-06,0.00046383511898122,0.000463894094378212,0.000824072060779502,0.000984919370695905,8.03158546361099e-05
Nominal physics,nominal,awayFromReversal,nominal_seed_230103,3,230103,1,0.001,75,0,0,0,0,-1.87770263384676e-05,0.000152502758167115,0.000153654378286768,0.000232197192866074,0.000831109409043129,-2.53090717971434e-06,0.000458235665856021,0.000458242655100617,0.000812578901474015,0.00112718761503021,0.000153654378286768
