modelName,regime,eventGroup,horizonSamples,horizonSeconds,forecastCount,nonfiniteForecastCount,learnedCandidateNonfiniteCount,unknownReversalForecastCount,startupTargetCount,truthBias,truthStd,truthRMSE,truthP95AbsoluteError,truthMaxAbsoluteError,measurementBias,measurementStd,measurementRMSE,measurementP95AbsoluteError,measurementMaxAbsoluteError,posteriorTruthRMSE,runCount
Nominal physics,varied,awayFromReversal,1,0.001,891,0,0,0,0,-0.000558597254889175,0.00813131513425149,0.00824095243480871,0.0150443105934262,0.0188821754922553,-0.000562950910509364,0.00814210006167084,0.00825110372289227,0.0150084822664299,0.0196109821076125,0.00824095243480871,10
Nominal physics,varied,all,20,0.02,1280,0,0,0,0,-0.000571725263788845,0.0122625604574206,0.0124052119475317,0.0224472432243265,0.028682566024082,-0.000553710690614057,0.012254293902861,0.0123969595383958,0.0225242208573734,0.0291065021485301,0.0124052119475317,10
Nominal physics,varied,nearReversal,20,0.02,392,0,0,0,0,-2.60612612132662e-05,0.0116638664598156,0.0120580476219839,0.0211739275573588,0.0263466966947522,1.25798853623337e-06,0.0116504670870475,0.0120468375253727,0.0212543506047185,0.026786447940868,0.0120580476219839,10
Nominal physics,varied,awayFromReversal,20,0.02,888,0,0,0,0,-0.000858745354023126,0.0123851388619777,0.0125555416499137,0.0230408042455127,0.028682566024082,-0.000844990328698447,0.0123755680610512,0.0125465033538295,0.0230088678014017,0.0291065021485301,0.0125555416499137,10
Nominal physics,varied,all,50,0.05,1280,0,0,0,0,-0.00118202368593313,0.0257697347742461,0.0260710095933759,0.0470853833592801,0.0601263968882034,-0.00118351106047206,0.0257504759601897,0.0260527603834538,0.0470172000960212,0.0600620899550208,0.0260710095933759,10
Nominal physics,varied,nearReversal,50,0.05,388,0,0,0,0,0.000307964138080441,0.0246212989014657,0.0254896483328017,0.0445535090842931,0.0551175231260898,0.00027225361737722,0.0246156883329018,0.0254889161791888,0.0447131630254656,0.0550544934136458,0.0254896483328017,10
Nominal physics,varied,awayFromReversal,50,0.05,892,0,0,0,0,-0.00190893322453435,0.0259149319086417,0.026297288229641,0.0484547599959124,0.0601263968882034,-0.00189642224213343,0.0258869635195029,0.0262697586782082,0.048307567182732,0.0600620899550208,0.026297288229641,10
Nominal physics,varied,all,100,0.1,1280,0,0,0,0,-0.00213038492938091,0.0489327585373998,0.0495113462876853,0.0892806424879952,0.113965394491381,-0.00211527901443751,0.0489143354511924,0.0494937227595303,0.0893462538802411,0.114702286456048,0.0495113462876853,10
Nominal physics,varied,nearReversal,100,0.1,381,0,0,0,0,0.00151999268957552,0.0453885487942783,0.0474050167606329,0.0845902839532261,0.105423718204452,0.00154898574432188,0.0453602917125927,0.0473822094376686,0.0844980646949779,0.10497774911469,0.0474050167606329,10
Nominal physics,varied,awayFromReversal,100,0.1,899,0,0,0,0,-0.00373517427436279,0.0496351254867124,0.050310051199698,0.0918930411120658,0.113965394491381,-0.00372669772524913,0.0496173134264792,0.0502926581479244,0.0919241041183788,0.114702286456048,0.050310051199698,10
